date	xlink_href	shema	label_for_join	loc_label	xlink:arcrole	xlink_label	xlink_role	xml_lang	label		
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeBeforeMinorityInterestUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeBeforeMinorityInterestUS	AmountChangeIncomeBeforeMinorityInterestUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeBeforeMinorityInterestUS_3	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Quarterly/verboseLabel	ja	増減額、四半期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeBeforeMinorityInterestUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeBeforeMinorityInterestUS	AmountChangeIncomeBeforeMinorityInterestUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeBeforeMinorityInterestUS_4	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Interim/verboseLabel	ja	増減額、中間純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、継続事業税引前当期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_3	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Quarterly/verboseLabel	ja	増減額、継続事業税引前四半期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromContinuingOperationsBeforeIncomeTaxesUS_4	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Interim/verboseLabel	ja	増減額、継続事業税引前中間純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeIncomeFromDiscontinuingOperationsBeforeIncomeTaxesUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、非継続事業税引前当期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncome	AmountChangeNetIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncome	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncome	AmountChangeNetIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncome_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、当期純利益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncome	AmountChangeNetIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncome_3	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Quarterly/verboseLabel	ja	増減額、四半期純利益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncome	AmountChangeNetIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncome_4	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Interim/verboseLabel	ja	増減額、中間純利益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncomeUS	AmountChangeNetIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncomeUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncomeUS	AmountChangeNetIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncomeUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、当社株主に帰属する当期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncomeUS	AmountChangeNetIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncomeUS_3	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Quarterly/verboseLabel	ja	増減額、当社株主に帰属する四半期純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetIncomeUS	AmountChangeNetIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetIncomeUS_4	http://www.xbrl.tdnet.info/jp/tse/tdnet/role/Interim/verboseLabel	ja	増減額、当社株主に帰属する中間純利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetOperatingRevenuesSE	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetOperatingRevenuesSE	AmountChangeNetOperatingRevenuesSE	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetOperatingRevenuesSE	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetOperatingRevenuesSE	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetOperatingRevenuesSE	AmountChangeNetOperatingRevenuesSE	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetOperatingRevenuesSE_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、純営業収益、証券
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetPremiumsWrittenIN	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetPremiumsWrittenIN	AmountChangeNetPremiumsWrittenIN	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetPremiumsWrittenIN	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetPremiumsWrittenIN	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetPremiumsWrittenIN	AmountChangeNetPremiumsWrittenIN	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetPremiumsWrittenIN_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、正味収入保険料、保険
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSales	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSales	AmountChangeNetSales	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSales	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSales	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSales	AmountChangeNetSales	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSales_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、売上高
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesAndOperatingRevenues	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesAndOperatingRevenues	AmountChangeNetSalesAndOperatingRevenues	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesAndOperatingRevenues	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesAndOperatingRevenues	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesAndOperatingRevenues	AmountChangeNetSalesAndOperatingRevenues	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesAndOperatingRevenues_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、売上高及び営業収入
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesAndOperatingRevenuesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesAndOperatingRevenuesUS	AmountChangeNetSalesAndOperatingRevenuesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesAndOperatingRevenuesUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesAndOperatingRevenuesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesAndOperatingRevenuesUS	AmountChangeNetSalesAndOperatingRevenuesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesAndOperatingRevenuesUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、売上高及び営業収入、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesIFRS	AmountChangeNetSalesIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesIFRS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesIFRS	AmountChangeNetSalesIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesIFRS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、売上高、IFRS
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesOfCompletedConstructionContracts	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesOfCompletedConstructionContracts	AmountChangeNetSalesOfCompletedConstructionContracts	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesOfCompletedConstructionContracts	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesOfCompletedConstructionContracts	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesOfCompletedConstructionContracts	AmountChangeNetSalesOfCompletedConstructionContracts	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesOfCompletedConstructionContracts_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、完成工事高
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesUS	AmountChangeNetSalesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeNetSalesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeNetSalesUS	AmountChangeNetSalesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeNetSalesUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、売上高、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncome	AmountChangeOperatingIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncome	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncome	AmountChangeOperatingIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncome_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業利益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncomeIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncomeIFRS	AmountChangeOperatingIncomeIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncomeIFRS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncomeIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncomeIFRS	AmountChangeOperatingIncomeIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncomeIFRS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業利益、IFRS
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncomeUS	AmountChangeOperatingIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncomeUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingIncomeUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingIncomeUS	AmountChangeOperatingIncomeUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingIncomeUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業利益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenues	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenues	AmountChangeOperatingRevenues	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenues	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenues	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenues	AmountChangeOperatingRevenues	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenues_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業収益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSE	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSE	AmountChangeOperatingRevenuesSE	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSE	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSE	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSE	AmountChangeOperatingRevenuesSE	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSE_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業収益、証券
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSpecific	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSpecific	AmountChangeOperatingRevenuesSpecific	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSpecific	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSpecific	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSpecific	AmountChangeOperatingRevenuesSpecific	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSpecific_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業収入
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSpecificUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSpecificUS	AmountChangeOperatingRevenuesSpecificUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSpecificUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesSpecificUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesSpecificUS	AmountChangeOperatingRevenuesSpecificUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesSpecificUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業収入、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesUS	AmountChangeOperatingRevenuesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesUS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOperatingRevenuesUS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOperatingRevenuesUS	AmountChangeOperatingRevenuesUS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOperatingRevenuesUS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、営業収益、米国基準
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryIncome	AmountChangeOrdinaryIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryIncome	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryIncome	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryIncome	AmountChangeOrdinaryIncome	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryIncome_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、経常利益
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryRevenuesBK	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryRevenuesBK	AmountChangeOrdinaryRevenuesBK	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryRevenuesBK	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryRevenuesBK	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryRevenuesBK	AmountChangeOrdinaryRevenuesBK	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryRevenuesBK_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、経常収益、銀行
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryRevenuesIN	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryRevenuesIN	AmountChangeOrdinaryRevenuesIN	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryRevenuesIN	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeOrdinaryRevenuesIN	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeOrdinaryRevenuesIN	AmountChangeOrdinaryRevenuesIN	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeOrdinaryRevenuesIN_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、経常収益、保険
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeProfitAttributableToOwnersOfParentIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeProfitAttributableToOwnersOfParentIFRS	AmountChangeProfitAttributableToOwnersOfParentIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeProfitAttributableToOwnersOfParentIFRS	http://www.xbrl.org/2003/role/label	ja	増減額
2014-01-12	tse-ed-t-2014-01-12.xsd#tse-ed-t_AmountChangeProfitAttributableToOwnersOfParentIFRS	tse-ed-t-2014-01-12.xsd	tse-ed-t_AmountChangeProfitAttributableToOwnersOfParentIFRS	AmountChangeProfitAttributableToOwnersOfParentIFRS	http://www.xbrl.org/2003/arcrole/concept-label	label_AmountChangeProfitAttributableToOwnersOfParentIFRS_2	http://www.xbrl.org/2003/role/verboseLabel	ja	増減額、親会社の所有者に帰属する当期利益、IFRS
